fips,name,state,google_place_id
12055,Highlands County,FL,ChIJdQYWJcda3IgRrSEaqxjStTM
12057,Hillsborough County,FL,ChIJlY4KVxI13YgRDPMa3yohOts
12059,Holmes County,FL,ChIJHbV_dTK3k4gR2mrWL_AIRMQ
12061,Indian River County,FL,ChIJkfXeA2dk3ogR5H4ds095lLU
12063,Jackson County,FL,ChIJGWTSWiAak4gRQPoM1WXww-s
12065,Jefferson County,FL,ChIJN09z7uJs7IgRlBPNx4hndVg
12067,Lafayette County,FL,ChIJgcketiYz6YgR5oQe9Dio1l4
12069,Lake County,FL,ChIJA8J8CSaM54gRMs9XFunb7ng
12071,Lee County,FL,ChIJ47t3hVRu24gRQF8fhs0Ftik
12073,Leon County,FL,ChIJU0sSh1GK7IgRd8C1aGi7b8g
12075,Levy County,FL,ChIJ7908BbD26IgRFinrUKJ6BFA
12077,Liberty County,FL,ChIJk8MU9fmu7IgRFbOO4hfqNwQ
12079,Madison County,FL,ChIJXdNH1SMD7IgRpy7AgOTZCGk
12081,Manatee County,FL,ChIJO3wisEEuw4gRJkeIhpCVu-Q
12083,Marion County,FL,ChIJaQaVRVXQ54gRCht5zsSwoNI
12085,Martin County,FL,ChIJ-V-yPH7H3ogRstggZi-Szls
12086,Miami-Dade County,FL,ChIJORjpTQWL2YgRi2OVgXQeaUk
12087,Monroe County,FL,ChIJmxojnNyG2ogRIGAhTf-Tm3I
12089,Nassau County,FL,ChIJqbrwpti85YgRwPnj3RzwMuE
12091,Okaloosa County,FL,ChIJ3dz0mGtskYgRHAGiUBwb5GI
12093,Okeechobee County,FL,ChIJTwto7i8h3IgRwUNzWnROsEU
12095,Orange County,FL,ChIJLUsuoVaY54gRS_Ma3ZvbwUQ
12097,Osceola County,FL,ChIJpdRpwtGX3YgRX3_mBdXs8Y0
12099,Palm Beach County,FL,ChIJ89agzq663ogRA5AghqgXmok
12101,Pasco County,FL,ChIJ39F9Y7uuwogR7V0K7CtewiY
12103,Pinellas County,FL,ChIJmU1R49GXwogREBL8gkBLFZ8
12105,Polk County,FL,ChIJD0-pOcNq3YgRmOvtrrA4vjg
12107,Putnam County,FL,ChIJe5dTbJIS5ogRjoZqmROFwdQ
12109,St. Johns County,FL,ChIJsx8LGrjh5YgRRLOselY_NPE
12111,St. Lucie County,FL,ChIJo4hoBJiT3ogR29cIVGIFp_M
12113,Santa Rosa County,FL,ChIJKZ5dCqXkkIgRnxtBMJwndvA
12115,Sarasota County,FL,ChIJuRKBBt-t3IgRVZgMC9epEtI
12117,Seminole County,FL,ChIJMZgld-Nq54gRAdgUl-UK_d0
12119,Sumter County,FL,ChIJD8Uf1uni54gRjsPSegwTL08
12121,Suwannee County,FL,ChIJz43VOa4q74gRooJQfmjTCl8
12123,Taylor County,FL,ChIJM-1A5pZT6YgRt7pAufOghoM
12125,Union County,FL,ChIJc_JKxwhV74gRI-1kdp7Ewps
12127,Volusia County,FL,ChIJnaCQPsIF54gRfVd-Mdz2z9w
12129,Wakulla County,FL,ChIJpY4MDq2Y7IgR6Hejj0RDNlo
12131,Walton County,FL,ChIJR7MhsZFjkYgRy21szaJzyW0
12133,Washington County,FL,ChIJVcKAT5q8k4gRGjo4syS8Z_M
13001,Appling County,GA,ChIJWd_sKIoL8IgRB1z6BhwL-9w
13003,Atkinson County,GA,ChIJJYXPzC7T74gRLtfYYbXhcmk
13005,Bacon County,GA,ChIJIddJjP4a8IgR9Qa9hkdv_lc
13007,Baker County,GA,ChIJaT24sydu7YgRqoMN3YM9aKY
13009,Baldwin County,GA,ChIJy4bc6AfI9ogRkfdoqTq9cG4
13011,Banks County,GA,ChIJ2QARvNAG9ogR3gwXQOI1lkg
13013,Barrow County,GA,ChIJL5Yi-MNS9IgR5XSs82e5OEg
13015,Bartow County,GA,ChIJVeF10MtP9YgRZzpsh823RrE
13017,Ben Hill County,GA,ChIJAbZPDA7j8YgRFv71ZBzRWdE
13019,Berrien County,GA,ChIJlfABwOwW7ogR9U0JYvFP4wo
13021,Bibb County,GA,ChIJA6qg2xv884gRO0GDLTiICVc
13023,Bleckley County,GA,ChIJKVxd_W9r8YgRxt1vFh91Xow
13025,Brantley County,GA,ChIJz01Jk3Sx-ogRvVeSQD76jIc
13027,Brooks County,GA,ChIJjwS9eW9_7ogRPiYWVjcGobk
13029,Bryan County,GA,ChIJpfrgQQwB-4gRB-0UjvO6CYs
13031,Bulloch County,GA,ChIJBd-WbTbM-4gR5tAduBItg-c
13033,Burke County,GA,ChIJ_QPB62jl-YgRyIDJ3AlDmtI
13035,Butts County,GA,ChIJVyz8gVEU9IgRjDcmwwfSqm4
13037,Calhoun County,GA,ChIJt_ydfchf7YgRJHJ9yU71gdk
13039,Camden County,GA,ChIJl6NPkwkb5YgRwGvHFXP6tYY
13043,Candler County,GA,ChIJv-w-sjRy-ogRx9CtWY9dWN0
13045,Carroll County,GA,ChIJtTUY4anR9IgRMOc0ombPUao
13047,Catoosa County,GA,ChIJv62PgHlCYIgRH8JovNqZEqA
13049,Charlton County,GA,ChIJeULSyliH74gRPj1VuL_qsNI
13051,Chatham County,GA,ChIJ2573Ov8G-4gRx8O0nAEHB7w
13053,Chattahoochee County,GA,ChIJ8YiD4iAv84gRWxk-M6yGMoE
13055,Chattooga County,GA,ChIJ7a3KrTMjYIgR8GMTa9-uDss
13057,Cherokee County,GA,ChIJry_bg_AP9YgRBn2fER26lB4
13059,Clarke County,GA,ChIJpanlw2lz9ogRCsqksj28Gyg
13061,Clay County,GA,ChIJubfXEGRTjYgRfyvrBvPrNxQ
13063,Clayton County,GA,ChIJr0GPU4Lv9IgR6_oFujYLkWQ
13065,Clinch County,GA,ChIJgQU0OeS974gRvxLkH4IK0-E
13067,Cobb County,GA,ChIJJcT9L38a9YgR-t-ZWzIExEg
13069,Coffee County,GA,ChIJadDi3k8u8IgRjLuFYXH82FE
13071,Colquitt County,GA,ChIJmcR5Wg7m7YgRPxieQUHBCjE
13073,Columbia County,GA,ChIJb-tXOcN_94gRErWZzObFSrA
13075,Cook County,GA,ChIJ7ZmmdIQN7ogRQFNXFoVFftg
13077,Coweta County,GA,ChIJgdeQSujG9IgRIMIrH0rYYFA
13079,Crawford County,GA,ChIJQRopeAyS84gR5KN-ZB5mj8o
13081,Crisp County,GA,ChIJSbKoRtQ88ogRCIVGhddLQz0
13083,Dade County,GA,ChIJt_S9dupHYIgREvBPHy0P5kU
13085,Dawson County,GA,ChIJCdyaM46B9YgRRGn6aS0YOzE
13087,Decatur County,GA,ChIJoyop_Roi7YgRvaDqcgRdeBE
13089,DeKalb County,GA,ChIJW8Aub0YI9YgRR06nEDs3MzE
13091,Dodge County,GA,ChIJBewVNS118YgRUeumr9-JYlg
13093,Dooly County,GA,ChIJLXlRZfcy8ogRUYiKEnOhixw
13095,Dougherty County,GA,ChIJUXPGJaJ48ogR3EGn6-3LTPo
13097,Douglas County,GA,ChIJy2LhqZEV9YgRz9Q9-VydU-0
13099,Early County,GA,ChIJXyrot2JO7YgRFFHek6xQRlw
13101,Echols County,GA,ChIJx7qj9Eiq74gRMsiWpjatWqA
13103,Effingham County,GA,ChIJX9hygw-0-4gRm_B--SYhHAc
13105,Elbert County,GA,ChIJrSElh3nS94gRIJ0jxuK08Fs
13107,Emanuel County,GA,ChIJJyyCFHKm8IgRT_8QtN1x4VU
13109,Evans County,GA,ChIJc4pD_Zhg-ogR71XeJQ_0_IQ
13111,Fannin County,GA,ChIJmUkMlOijX4gR7dXnPZaSi_U
13113,Fayette County,GA,ChIJqd4EQV_q9IgRTK9KzAUfj8w
13115,Floyd County,GA,ChIJTYiTwCuiiogRgzQoygq43p0
13117,Forsyth County,GA,ChIJIxgglkKX9YgR10aUyAP4dTM
13119,Franklin County,GA,ChIJaz3Oyh6ZWIgR_AMXOpTFehc
13121,Fulton County,GA,ChIJ0dNnmHCr9YgRE8XXDotB0tc
13123,Gilmer County,GA,ChIJATrjG5m9X4gRijSL3LQvjCM
13125,Glascock County,GA,ChIJszwO8gUU94gRteZvvpGQx_s
13127,Glynn County,GA,ChIJ5-YQylrW5IgRz7CKYMzszNg
13129,Gordon County,GA,ChIJx-LaLmj5X4gRiTd9pvQP-Q4
13131,Grady County,GA,ChIJB_xC95io7YgRBFvsMlKozng
13133,Greene County,GA,ChIJER39S06Q9ogRhKjrgRPFTog
13135,Gwinnett County,GA,ChIJXZiNz0Wd9YgRfV8GDoGIrlo
13137,Habersham County,GA,ChIJxZH_pFFIX4gRVY9HP52Y-2A
13139,Hall County,GA,ChIJSfLT2x1iX4gRnhERRzXOyJM
13141,Hancock County,GA,ChIJTXzAX4Xh9ogRUJdgCc_mHMc
13143,Haralson County,GA,ChIJ311E9LQgi4gRGeVTqmu7vTo
13145,Harris County,GA,ChIJxzfX3sBN84gRJbSa83uVdb4
13147,Hart County,GA,ChIJZfe6VZ2BWIgRncSbJzFzsL4
13149,Heard County,GA,ChIJt6_6EiRGi4gRb2G-84Ga4NM
13151,Henry County,GA,ChIJNypgd2P89IgRCWWgD-u6JrI
13153,Houston County,GA,ChIJD-c8tw_o84gR_Ul0wM8fXfM
13155,Irwin County,GA,ChIJgYhVbvrn8YgR8CztAGEXq_U
13157,Jackson County,GA,ChIJcSKOF1T99YgR-jW5_1TuDHQ
13159,Jasper County,GA,ChIJX-07LF8m9IgRa2zAZTigLoE
13161,Jeff Davis County,GA,ChIJbTPCJIBB8IgR2K5TsAU7Z14
13163,Jefferson County,GA,ChIJacdJe5xF94gRW_BN9lfjo74
13165,Jenkins County,GA,ChIJ_fD0g8sd-ogRAqEtoitt0Zw
13167,Johnson County,GA,ChIJYexk_E_E8IgROfs9j96OPZQ
13169,Jones County,GA,ChIJBxtGfOKY9ogRT8pEzZE5jj4
13171,Lamar County,GA,ChIJX3aTTPZl9IgRxQFUe8DqmWo
13173,Lanier County,GA,ChIJhQGxR2hI7ogR0F_KFWtWqo0
13175,Laurens County,GA,ChIJOW94LB4d8YgRfceUteWCJvQ
13177,Lee County,GA,ChIJf1nu6Vdm8ogRqfMtu6VBxFg
13179,Liberty County,GA,ChIJRdfQ9ECL-ogRRfbU9D-WflI
13181,Lincoln County,GA,ChIJzcyrWXWR94gRPFUdc9QaUjk
13183,Long County,GA,ChIJqzNEOQLp-ogR3rluIr1WxAk
13185,Lowndes County,GA,ChIJh4ZfRQNd7ogRgqv4l0FQxqM
13187,Lumpkin County,GA,ChIJca_aWCtNX4gRw0K-S5eHqdU
13189,McDuffie County,GA,ChIJXzWxFKl294gRvmy_mjAa7cs
13191,McIntosh County,GA,ChIJN7KqIl8u-4gRmjuitsfp_PQ
13193,Macon County,GA,ChIJ_RcPTGK384gRsOgjK7EA4do
13195,Madison County,GA,ChIJO7b1Mso99ogRteZPDbEHQ6w
13197,Marion County,GA,ChIJ5fX047Yb84gRV1pN2rlKkiE
13199,Meriwether County,GA,ChIJ3TwgQCKh9IgRD-fdP3tPpQ8
13201,Miller County,GA,ChIJR-0wj5E47YgREC-JDoAtqsQ
13205,Mitchell County,GA,ChIJ5Xr4gIOe7YgRCCblJNbk_4g
13207,Monroe County,GA,ChIJ8cEB9m8Z9IgRNMAGAoNVKL4
13209,Montgomery County,GA,ChIJdfVL1XaL8IgR1baV8urMmNo
13211,Morgan County,GA,ChIJMfGs2ZZ99ogREnWb97r-BUw
13213,Murray County,GA,ChIJc0shFb7fX4gRe7WArmQeifg
13215,Muscogee County,GA,ChIJ612uy8Mz84gRJVyTU6V41lo
13217,Newton County,GA,ChIJwQaR9LHM9YgRTcrj0h_h-mw
13219,Oconee County,GA,ChIJzbZ4tGhw9ogRP1zd_tJilfs
13221,Oglethorpe County,GA,ChIJDTdhit5A9ogRYohu7ZBWnaE
13223,Paulding County,GA,ChIJwwM4kAEn9YgRBV3j9FtiDwE
13225,Peach County,GA,ChIJd8hP9Sbq84gRmVgRE1FuGd4
13227,Pickens County,GA,ChIJyWrjvzxk9YgRWbe85k9D2Y8
13229,Pierce County,GA,ChIJtYSexMxU5YgR2DifraAc03E
13231,Pike County,GA,ChIJ8x6RORhe9IgRTsaoPio4pEA
13233,Polk County,GA,ChIJDyJBVRO2iogRJeQ8QxtLUMw
13235,Pulaski County,GA,ChIJnwKxxCJ58YgRBUP0LBjzJUk
13237,Putnam County,GA,ChIJSV5U3puW9ogREoRjbSJhMhQ
13239,Quitman County,GA,ChIJpQdQV6VLjYgRufseFWl39dU
13241,Rabun County,GA,ChIJF9se7CnFWIgRxfuq4ctlomk
13243,Randolph County,GA,ChIJ3_o4qkS68ogRX-W1fSrAEzg
13245,Richmond County,GA,ChIJSQgXSnLa-YgRaWbENS7kAnI
13247,Rockdale County,GA,ChIJ03GQ_spV9IgR9GtCdoFEGxE
13249,Schley County,GA,ChIJzXKpmryy84gRdueJavHVBtk
13251,Screven County,GA,ChIJoTJrQ9Im-ogRJya5eE8JHc4
13253,Seminole County,GA,ChIJCXzNqEcs7YgRe1dAQWMJz-c
13255,Spalding County,GA,ChIJIetGkwWN9IgRwEJTaAORaAs
13257,Stephens County,GA,ChIJU_EI3iqqWIgRjIbr0C4z-70
13259,Stewart County,GA,ChIJJes3iDLQ8ogRhenWZaX77wY
13261,Sumter County,GA,ChIJPwlL9uNZ8ogRPkGrfuYIwSo
13263,Talbot County,GA,ChIJszxz-mVp84gR_4SU62XDGGQ
13265,Taliaferro County,GA,ChIJTw78jJMA94gR_cbCiaJ-i6w
13267,Tattnall County,GA,ChIJBZ2zCHWa-ogRQ5HHdyLG6jU
13269,Taylor County,GA,ChIJJ2TUTPcK84gR14ENqlqCqeo
13271,Telfair County,GA,ChIJadrIxD618YgRCCKCdqIpYtk
13273,Terrell County,GA,ChIJWUYTqemR8ogRmSdN7RXXYBY
13275,Thomas County,GA,ChIJNXrclwbI7YgRQlPWwf-cUas
13277,Tift County,GA,ChIJA_4UOS_-8YgR6vaCJJR-SlU
13279,Toombs County,GA,ChIJKRuhUFWG8IgRyzhI7Jlm4l4
13281,Towns County,GA,ChIJiSjmQ60lX4gRR8EPSChF8sQ
13283,Treutlen County,GA,ChIJjbp4Rl6T8IgRPCnc1WZR2OA
13285,Troup County,GA,ChIJJ81M42lUi4gROmCH-QNfAho
13287,Turner County,GA,ChIJuUOFrMwd8ogRqPj63o9aWIs
13289,Twiggs County,GA,ChIJ79sYF4VF8YgRuXs8O6sspT4
13291,Union County,GA,ChIJj-xKCpsWX4gR-fTZW8lU2oY
13293,Upson County,GA,ChIJj0Uxk_1-84gRULKHhYqffxo
13295,Walker County,GA,ChIJ_wvb69ZtYIgRmjjnW7Bu5IA
13297,Walton County,GA,ChIJc7xmjg3J9YgRgR4XSxO_aX4
13299,Ware County,GA,ChIJx_MSxXlU5YgRvu0v2DBH0-E
13301,Warren County,GA,ChIJBQn2r8AN94gR_Uey_Z_OEXQ
13303,Washington County,GA,ChIJLwJtNfYv94gRozqQf0nDF64
13305,Wayne County,GA,ChIJW7AkHTWl-ogRE2a7VLsP4ck
13307,Webster County,GA,ChIJg5XFM1Tv8ogRtz-K8E7dUh8
13309,Wheeler County,GA,ChIJL4OWhVz48IgRNbAnoqMsfKo
13311,White County,GA,ChIJc2y6bU9GX4gR1390JFcqz50
13313,Whitfield County,GA,ChIJ9X63-gxzYIgR5r2bC8Akfo0
13315,Wilcox County,GA,ChIJ8wZIp4eQ8YgRx42ofP8prFw
13317,Wilkes County,GA,ChIJobk1GTqw94gRLd0ximqytys
13319,Wilkinson County,GA,ChIJkZKXfyY38YgRsNAGEXPgShI
13321,Worth County,GA,ChIJx3zQ2XoM8ogRVKVnnEtOAac
15001,Hawaii County,HI,ChIJV6HcMi_CU3kRyTEx69fyK7A
15003,Honolulu County,HI,ChIJbweGsupCe3wRr22F3XdfxHg
15005,Kalawao County,HI,ChIJ-cbdeVXGqn4Rohy0nF5gfuc
15007,Kauai County,HI,ChIJG519pu2wB3wR4biEhFb5pg0
15009,Maui County,HI,ChIJ0Y34pUAqVXkR7ayieeGRlm4
16001,Ada County,ID,ChIJySzGOs_0rlQRA33YPY5VCsM
16003,Adams County,ID,ChIJoZuXMOZZplQRymnLkJc8umI
16005,Bannock County,ID,ChIJD4tHcZw4VVMR_DrBv39dTTQ
16007,Bear Lake County,ID,ChIJi-10UgPGVYcR-WxqTZ5MwBo
16009,Benewah County,ID,ChIJ3_EqrnMYYFMRAQ9aKGcuEAI
16011,Bingham County,ID,ChIJC96h0OOkVVMRw8mHhmNBGno
16013,Blaine County,ID,ChIJuYu0yYhKqlQR-N15TSEoSRU
16015,Boise County,ID,ChIJ74cV_d_OqFQRgW2lWKvYnJI
16017,Bonner County,ID,ChIJ3yj1n4LZY1MR2wl9Ma5gO9I
16019,Bonneville County,ID,ChIJc0MpwbGMVFMR75Pt4oU__cs
16021,Boundary County,ID,ChIJaclTNZeZY1MRKbiwGcr1N4U
16023,Butte County,ID,ChIJaREoIEbiVVMRgtkLuItbc2M
16025,Camas County,ID,ChIJOYAJvNzmq1QRvdGkrGK8hco
16027,Canyon County,ID,ChIJK0VLMORLrlQRpTfpDcwi73c
16029,Caribou County,ID,ChIJeQRypBiiVYcRcolZf4r2W18
16031,Cassia County,ID,ChIJEQ6X5NN7qoARqHTteyqmCZA
16033,Clark County,ID,ChIJhXpyRYu3VlMRX8iA9hM0_L8
16035,Clearwater County,ID,ChIJD1NOG66iX1MRpvg49dnJ3eA
16037,Custer County,ID,ChIJgytRq4YoqFQRcon2Gva6hHI
16039,Elmore County,ID,ChIJTcVb5q0oqVQRKCtHjAZ1RDs
16041,Franklin County,ID,ChIJmarPWsNVVIcR2K9iYzR3OCc
16043,Fremont County,ID,ChIJ5ZIrK4MEVFMRU8iCQsZ3ynE
16045,Gem County,ID,ChIJPVoo3No1r1QRkxZUTOyHF5Q
16047,Gooding County,ID,ChIJZcDS4yR7rFQRmbeCA4RP3_4
16049,Idaho County,ID,ChIJBwIiFFY4p1QRt_jTB6wF4P0
16051,Jefferson County,ID,ChIJXTISHMsZVFMRxLC5as8Z8GE
16053,Jerome County,ID,ChIJe3b7Xlxoq1QRRHZra-CeBqw
16055,Kootenai County,ID,ChIJdZIOfB6eYVMRssfXghVAmPQ
16057,Latah County,ID,ChIJu4UvpPP3n1QRjXaMHIRO7TI
16059,Lemhi County,ID,ChIJ0792dKEnWFMR9q9wjunaUDo
16061,Lewis County,ID,ChIJiT9XhnxgoFQR-kV-qqON3K4
16063,Lincoln County,ID,ChIJnWhIRK-mq1QRYwMkkGZsW70
16065,Madison County,ID,ChIJaV9tfl6LU1MRyXRq8DUdjIM
16067,Minidoka County,ID,ChIJ__pB5p0Hq1QROlHw1eZofA4
16069,Nez Perce County,ID,ChIJoZlDBN9QoFQRaW8YAeS3l3M
16071,Oneida County,ID,ChIJHZEmc7ktVYcRj3AHsUQxCAs
16073,Owyhee County,ID,ChIJ9zBmZ86UrVQRNr9Ti-qUfaw
16075,Payette County,ID,ChIJN9W_maCer1QRw3uxOSeprIw
16077,Power County,ID,ChIJuaYZYTmQqlQRtW9LUqobUSg
16079,Shoshone County,ID,ChIJndluNcH4YFMR028OiSZKQ_0
16081,Teton County,ID,ChIJYQTMBgOiU1MRjYn2mcR_cmM
16083,Twin Falls County,ID,ChIJFYXqZRDDrFQRERxx5AfnZwI
16085,Valley County,ID,ChIJ5396UwTDp1QRzDpfk0uSgfE
16087,Washington County,ID,ChIJYU-5aC_lpVQRwnQMVD_vhkk
17001,Adams County,IL,ChIJsdzXkH-s4IcRBDTdeT-x9v0
17003,Alexander County,IL,ChIJ27fcUdPVeYgRnrqyQ8MosgM
17005,Bond County,IL,ChIJr9mz77HMdYgRxHwVsvb_P-k
17007,Boone County,IL,ChIJPXbhbKNOD4gR53JkWKQVzIc
17009,Brown County,IL,ChIJTUgM-6wq3ocRjXFYFGhBNrA
17011,Bureau County,IL,ChIJsZxijf6DCYgRnUJLc3G2mGU
17013,Calhoun County,IL,ChIJWVpi1r7k3ocRPQIrPxyef0w
17015,Carroll County,IL,ChIJw--WnyUqCIgRFPJRpsqtzuw
17017,Cass County,IL,ChIJk1k9mire34cRmimHJr9to88
17019,Champaign County,IL,ChIJFaw55h3aDIgRG1WtmPFBk6Y
17021,Christian County,IL,ChIJ-f-4NfLodIgRXsUKy9WVeD0
17023,Clark County,IL,ChIJvzdFsV2KcogRX71D0fcd-dI
17025,Clay County,IL,ChIJ0cfX2nrec4gRb61075cZ1ww
17027,Clinton County,IL,ChIJT1oudq93dogRCuZmt4SST9Y
17029,Coles County,IL,ChIJZaKnLzkDc4gRlUI9Q1egHVE
17031,Cook County,IL,ChIJdRNDZqqxD4gRPOAOIwnX2Yo
17033,Crawford County,IL,ChIJo7lPTEdscogR1Q_ajxZz-5k
17035,Cumberland County,IL,ChIJ92XKZR-pc4gRTWw39fe_uYg
17037,DeKalb County,IL,ChIJu2p0rxfXDogRwoAC0THMpTc
17039,De Witt County,IL,ChIJ6Uy9e0lnC4gRJ2c0tld1iAs
17041,Douglas County,IL,ChIJeeRUXSQpc4gREZQiMnWfEn8
17043,DuPage County,IL,ChIJa_8YHt6oD4gRaux4XvaID0k
17045,Edgar County,IL,ChIJkST6Ms69cogRCAPGWoBqOUQ
17047,Edwards County,IL,ChIJpz62yymacYgR8Di1PFaS7w8
17049,Effingham County,IL,ChIJycd85FWQc4gR67B8YoIrrs8
17051,Fayette County,IL,ChIJG231YyZtdIgRdAw-JR72GCE
17053,Ford County,IL,ChIJxROAa08CDYgRaejlJlqk4vs
17055,Franklin County,IL,ChIJVepyV9rQdogRg0PlzAok3RI
17057,Fulton County,IL,ChIJU2k49As64IcRYTBtqtBmlAM
17059,Gallatin County,IL,ChIJmTv36S33cIgRDxlRqb5qbS4
17061,Greene County,IL,ChIJ1UPh71yg34cRh_oq4Z7u6u0
17063,Grundy County,IL,ChIJ9xEZKr6VDogRoNizCFgmcOE
17065,Hamilton County,IL,ChIJxTTYW50jcYgRkTdceUpDl3w
17067,Hancock County,IL,ChIJCbK0hcjO4IcRVn_sFsIjLRQ
17069,Hardin County,IL,ChIJS9QFK0-JcIgRh-8tAJIgK7I
17071,Henderson County,IL,ChIJgb4Ct-Uk4YcRYFKldeJPY2U
17073,Henry County,IL,ChIJPbDq2L0c4ocRx2uaeoXVEAw
17075,Iroquois County,IL,ChIJQd5V1dmiDYgRgNXq21Ht1TY
17077,Jackson County,IL,ChIJ1WJkfj4Jd4gR9R3Up6pTtrc
17079,Jasper County,IL,ChIJ8aZnuWdJcogRB8Kc1N5aE80
17081,Jefferson County,IL,ChIJA0a7WCDIdogRXdhR-h_oaK0
17083,Jersey County,IL,ChIJqWBzwAkT34cRExV0iD6-xDY
17085,Jo Daviess County,IL,ChIJ30pmCv284ocRnkh4NymGGZg
17087,Johnson County,IL,ChIJcxvGEXFOd4gRniVweG8q3Kc
17089,Kane County,IL,ChIJnfjNX8UcD4gR2rRf04RfHSw
17091,Kankakee County,IL,ChIJrQhp-IfEDYgRiAaxfXA-a6w
17093,Kendall County,IL,ChIJw2tLtG3nDogRuLL5GTTuXmo
17095,Knox County,IL,ChIJ5YJ-ge_B4YcRxmumfFzTKXo
17097,Lake County,IL,ChIJKdUvmscAD4gRZsVGNFFqkhs
17099,LaSalle County,IL,ChIJbROyPvVWCYgR59pvQDH4k5w
17101,Lawrence County,IL,ChIJVwzfpXYZcogRVvBLXITyJRQ
17103,Lee County,IL,ChIJI9KqpU2oCYgRuLFiqhq7Qg4
17105,Livingston County,IL,ChIJt6x97f5kDIgRZM1i1O0I3YQ
17107,Logan County,IL,ChIJrfmrABDXCogRZF_dn6jVX6k
17109,McDonough County,IL,ChIJfajiWFDw4IcReV5_fBLgkbA
17111,McHenry County,IL,ChIJx34ElHw-D4gRBCCaMuI0H2o
17113,McLean County,IL,ChIJE-_tJB9AC4gR9RpRq3ADUkM
17115,Macon County,IL,ChIJDbBjlSC5dIgRFBUBHiuLODk
17117,Macoupin County,IL,ChIJL1_AUVCDdYgRcdRWuts_TzI
17119,Madison County,IL,ChIJCbty6Ib3dYgR05bPn6vNj2M
17121,Marion County,IL,ChIJc2hkB46kdogR_DH0u_ru0vw
17123,Marshall County,IL,ChIJ7dl5HdDOC4gRE26pzxQfeug
17125,Mason County,IL,ChIJq33dQ-ueCogRFBi3TjKh7cc
17127,Massac County,IL,ChIJFRKYg8oGeogR-UPFFW-sguM
17129,Menard County,IL,ChIJyUtWhQS3CogR-U6F5ycwpb0
17131,Mercer County,IL,ChIJlY8fULRk4YcRxl-0DK-LD0M
17133,Monroe County,IL,ChIJv0u1_T-m2IcR9-UTgfKc6Rs
17135,Montgomery County,IL,ChIJMacrbdGrdYgRJ1ia7Mbu1iY
17137,Morgan County,IL,ChIJl00IDEjp34cRMgb8L5m42Ok
17139,Moultrie County,IL,ChIJedLzUXF5c4gRVfTsaQeroVM
17141,Ogle County,IL,ChIJT5AG73H7CIgRnYGHvXyzq18
17143,Peoria County,IL,ChIJPb2t9l1nCogR0U7BdDBgWgQ
17145,Perry County,IL,ChIJOzyYV4j4dogROqJd9oluTWo
17147,Piatt County,IL,ChIJ_Y8rRkOyDIgRyJEhal22DNI
17149,Pike County,IL,ChIJVSNvkkYS3ocRLB1MrUshm2Y
17151,Pope County,IL,ChIJn11KorymcIgRa28Ji8pd5eg
17153,Pulaski County,IL,ChIJRQFKIvXdeYgRAJLx_P0z_wk
17155,Putnam County,IL,ChIJG9cxK6TWC4gR8j5YJ22SRm0
17157,Randolph County,IL,ChIJexX88wnTd4gRWFfIUTRlLsA
17159,Richland County,IL,ChIJgah15sErcogRzucAy5jFA8k
17161,Rock Island County,IL,ChIJT0_DY9P04YcR8iWu9ev5Ero
17163,St. Clair County,IL,ChIJeRbja679dYgR3ASXSadGyno
17165,Saline County,IL,ChIJL0_yRhrEcIgRRtIhzkZKa8s
17167,Sangamon County,IL,ChIJjQBm7XBqdYgRe4_c2pUEMSQ
17169,Schuyler County,IL,ChIJIa8K1lZ84IcRGpu5Pt5GNDI
17171,Scott County,IL,ChIJiXWYiqnJ34cRKr9oz5ge5Rw
17173,Shelby County,IL,ChIJp5sPPtt9c4gRVvA_ht2b_rY
17175,Stark County,IL,ChIJNXWbCLsQCogRRM_KkznC5e8
17177,Stephenson County,IL,ChIJEYki0GFsCIgRnNBz7U6hd_4
17179,Tazewell County,IL,ChIJGc6_KBVWCogRL7UsjS2LAYA
17181,Union County,IL,ChIJm2QNRoZ6d4gRteAbpK0yHSI
17183,Vermilion County,IL,ChIJUweC53REDYgRGbrgYhqtJQs
17185,Wabash County,IL,ChIJeS0hIFWScYgRCHIrugAzRaw
17187,Warren County,IL,ChIJ8zdPVUah4YcRzFGPigaK-nc
17189,Washington County,IL,ChIJswCZaI2KdogRG1k5MlLMm7Q
17191,Wayne County,IL,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU
17193,White County,IL,ChIJIyo5lH0HcYgRFQT90_dHTEA
17195,Whiteside County,IL,ChIJ00XrpMTbCYgR4cwLAD2byNs
17197,Will County,IL,ChIJuwvCvgOLDogRSNhOfXa7wKA
17199,Williamson County,IL,ChIJpdle5XhJd4gRB2Y2AzHpNAo
17201,Winnebago County,IL,ChIJxYXYGxWUCIgROTb8F7OTk3Q
17203,Woodford County,IL,ChIJ2bWJo5dUCogR4hKI2Rdp5sU
18001,Adams County,IN,ChIJMxfyXJSJFYgR_Os-rIRVt-U
18003,Allen County,IN,ChIJMat8EGz7FYgRxC2O0LCaDJk
18005,Bartholomew County,IN,ChIJi3hKRYmBbIgRjFdTSWzskJY
18007,Benton County,IN,ChIJEZ8gJLiLEogRd_m-6mk6zkQ
18009,Blackford County,IN,ChIJ95RQtSMLFYgRnPXwoVvKkW4
18011,Boone County,IN,ChIJ34nMCXFhE4gRTuCSB6YlDJw
